transaction_id,items,basket_size
2429,"['whole_milk', 'curd', 'oil', 'margarine']",4
2430,"['fruit/vegetable_juice', 'pot_plants']",2
2432,"['other_vegetables', 'cream_cheese']",2
2434,"['pip_fruit', 'pastry']",2
2436,"['whole_milk', 'sugar', 'cat_food']",3
2437,"['beef', 'rolls/buns']",2
2438,"['pastry', 'coffee', 'chewing_gum']",3
2439,"['tropical_fruit', 'bottled_water']",2
2441,"['root_vegetables', 'other_vegetables', 'cream_cheese', 'chocolate']",4
2443,"['whole_milk', 'yogurt']",2
2444,"['whole_milk', 'rolls/buns', 'bottled_water']",3
2446,"['detergent', 'photo/film']",2
2447,"['other_vegetables', 'whole_milk']",2
2448,"['fruit/vegetable_juice', 'waffles']",2
2450,"['pip_fruit', 'pastry', 'margarine']",3
2451,"['zwieback', 'cat_food', 'dish_cleaner']",3
2452,"['root_vegetables', 'rolls/buns']",2
2454,"['whole_milk', 'rolls/buns', 'baking_powder', 'chocolate']",4
2455,"['pip_fruit', 'whole_milk', 'frozen_vegetables', 'bottled_water']",4
2456,"['meat', 'whole_milk', 'rolls/buns']",3
2459,"['root_vegetables', 'white_bread', 'brown_bread']",3
2461,"['grapes', 'other_vegetables', 'whole_milk', 'sugar']",4
2464,"['citrus_fruit', 'other_vegetables']",2
2465,"['chicken', 'beef', 'other_vegetables']",3
2466,"['other_vegetables', 'hard_cheese', 'newspapers']",3
2468,"['frozen_potato_products', 'rolls/buns', 'brown_bread']",3
2470,"['other_vegetables', 'whole_milk', 'margarine']",3
2471,"['pip_fruit', 'other_vegetables', 'fruit/vegetable_juice']",3
2472,"['frozen_meals', 'ice_cream', 'frozen_potato_products']",3
2474,"['whole_milk', 'frozen_fish', 'rolls/buns', 'pickled_vegetables']",4
2476,"['mayonnaise', 'rolls/buns', 'soda', 'specialty_chocolate']",4
2477,"['rolls/buns', 'fruit/vegetable_juice']",2
2478,"['hard_cheese', 'candles']",2
2479,"['bottled_water', 'newspapers']",2
2481,"['citrus_fruit', 'domestic_eggs', 'jam']",3
2482,"['domestic_eggs', 'specialty_chocolate']",2
2483,"['frankfurter', 'citrus_fruit', 'rolls/buns', 'soda']",4
2484,"['white_bread', 'misc._beverages', 'long_life_bakery_product']",3
2486,"['frankfurter', 'rolls/buns', 'bottled_water']",3
2490,"['beverages', 'newspapers']",2
2491,"['butter', 'brown_bread', 'seasonal_products']",3
2492,"['salt', 'cling_film/bags']",2
2493,"['beef', 'root_vegetables', 'whole_milk', 'margarine']",4
2495,"['curd', 'semi-finished_bread', 'baking_powder']",3
2496,"['fruit/vegetable_juice', 'chewing_gum']",2
2497,"['frankfurter', 'whole_milk', 'cream_cheese', 'specialty_chocolate']",4
2498,"['citrus_fruit', 'root_vegetables', 'other_vegetables']",3
2499,"['tropical_fruit', 'curd']",2
2500,"['citrus_fruit', 'root_vegetables', 'other_vegetables', 'whole_milk']",4
2501,"['beef', 'other_vegetables', 'whipped/sour_cream', 'newspapers']",4
2502,"['whole_milk', 'butter', 'rolls/buns']",3
2504,"['whole_milk', 'bottled_water']",2
2506,"['chicken', 'frozen_vegetables', 'frozen_meals', 'frozen_dessert']",4
2507,"['whole_milk', 'rolls/buns']",2
2510,"['whole_milk', 'butter_milk']",2
2511,"['citrus_fruit', 'other_vegetables', 'yogurt']",3
2512,"['other_vegetables', 'whole_milk', 'yogurt', 'rolls/buns']",4
2514,"['rolls/buns', 'fruit/vegetable_juice']",2
2515,"['frozen_vegetables', 'rolls/buns']",2
2516,"['other_vegetables', 'curd', 'margarine']",3
2520,"['other_vegetables', 'whole_milk', 'bottled_water']",3
2524,"['ice_cream', 'brown_bread']",2
2525,"['pastry', 'soda']",2
2526,"['onions', 'other_vegetables', 'soda', 'fruit/vegetable_juice']",4
2529,"['other_vegetables', 'whole_milk', 'yogurt']",3
2532,"['yogurt', 'rolls/buns']",2
2535,"['whole_milk', 'curd', 'pastry']",3
2536,"['frankfurter', 'pip_fruit', 'whole_milk', 'soda']",4
2538,"['whole_milk', 'mayonnaise', 'soda', 'newspapers']",4
2539,"['condensed_milk', 'soda']",2
2540,"['margarine', 'long_life_bakery_product', 'candles']",3
2541,"['whole_milk', 'pet_care']",2
2542,"['processed_cheese', 'rolls/buns', 'soda', 'flower_(seeds)']",4
2544,"['whole_milk', 'rolls/buns', 'newspapers']",3
2545,"['turkey', 'beef', 'semi-finished_bread']",3
2546,"['other_vegetables', 'napkins']",2
2548,"['hard_cheese', 'salt', 'canned_vegetables']",3
2549,"['other_vegetables', 'curd_cheese']",2
2550,"['chicken', 'flower_(seeds)']",2
2551,"['other_vegetables', 'newspapers']",2
2552,"['chicken', 'other_vegetables', 'dessert', 'soda']",4
2554,"['bottled_water', 'soda']",2
2555,"['soda', 'candy']",2
2556,"['whipped/sour_cream', 'long_life_bakery_product', 'napkins', 'pot_plants']",4
2557,"['onions', 'other_vegetables']",2
2558,"['frozen_vegetables', 'soda']",2
2559,"['pip_fruit', 'frozen_meals', 'ice_cream', 'fruit/vegetable_juice']",4
2560,"['tropical_fruit', 'root_vegetables', 'domestic_eggs']",3
2563,"['margarine', 'soda']",2
2565,"['domestic_eggs', 'pastry']",2
2566,"['condensed_milk', 'pastry', 'female_sanitary_products', 'shopping_bags']",4
2568,"['tropical_fruit', 'whole_milk', 'beverages', 'rolls/buns']",4
2569,"['root_vegetables', 'other_vegetables', 'specialty_chocolate']",3
2570,"['citrus_fruit', 'soda', 'misc._beverages']",3
2573,"['waffles', 'newspapers']",2
2574,"['beverages', 'uht-milk', 'zwieback', 'misc._beverages']",4
2576,"['salty_snack', 'chocolate']",2
2578,"['white_bread', 'brown_bread']",2
2580,"['whole_milk', 'frozen_vegetables', 'pastry', 'cleaner']",4
2583,"['butter_milk', 'hard_cheese', 'instant_coffee']",3
2584,"['sugar', 'coffee']",2
2588,"['soups', 'canned_vegetables']",2
2590,"['bottled_water', 'soda', 'female_sanitary_products']",3
2591,"['other_vegetables', 'whole_milk', 'brown_bread']",3
2592,"['frankfurter', 'other_vegetables']",2
2593,"['domestic_eggs', 'pastry', 'hygiene_articles']",3
2595,"['tropical_fruit', 'oil']",2
2598,"['pastry', 'soda']",2
2601,"['other_vegetables', 'condensed_milk', 'coffee', 'detergent']",4
2602,"['whole_milk', 'pastry']",2
2603,"['root_vegetables', 'onions', 'other_vegetables', 'whole_milk']",4
2605,"['tropical_fruit', 'other_vegetables', 'yogurt', 'chewing_gum']",4
2606,"['specialty_chocolate', 'photo/film']",2
2608,"['other_vegetables', 'frozen_meals', 'domestic_eggs']",3
2609,"['tropical_fruit', 'other_vegetables', 'newspapers']",3
2610,"['tropical_fruit', 'other_vegetables', 'yogurt']",3
2612,"['misc._beverages', 'waffles', 'candy']",3
2614,"['other_vegetables', 'yogurt', 'white_bread']",3
2616,"['other_vegetables', 'chocolate_marshmallow']",2
2617,"['whole_milk', 'butter']",2
2618,"['misc._beverages', 'napkins']",2
2619,"['whole_milk', 'whipped/sour_cream', 'cream_cheese', 'soda']",4
2620,"['chicken', 'other_vegetables']",2
2621,"['dessert', 'long_life_bakery_product']",2
2622,"['soda', 'soap']",2
2623,"['root_vegetables', 'whipped/sour_cream']",2
2624,"['soda', 'misc._beverages']",2
2625,"['chicken', 'root_vegetables']",2
2626,"['beverages', 'specialty_bar']",2
2628,"['chicken', 'soda']",2
2629,"['citrus_fruit', 'bottled_water', 'dishes']",3
2631,"['tropical_fruit', 'yogurt', 'rolls/buns']",3
2632,"['tropical_fruit', 'other_vegetables', 'pickled_vegetables']",3
2634,"['cream_cheese', 'spread_cheese']",2
2635,"['rolls/buns', 'specialty_bar']",2
2636,"['meat', 'tropical_fruit', 'other_vegetables', 'candy']",4
2637,"['brown_bread', 'sauces', 'pet_care']",3
2639,"['uht-milk', 'brown_bread', 'coffee', 'shopping_bags']",4
2641,"['whole_milk', 'butter_milk']",2
2643,"['brown_bread', 'jam', 'fruit/vegetable_juice']",3
2645,"['other_vegetables', 'baking_powder', 'napkins']",3
2647,"['whole_milk', 'bottled_water']",2
2649,"['pastry', 'jam']",2
2650,"['beverages', 'bottled_water', 'long_life_bakery_product']",3
2651,"['tropical_fruit', 'packaged_fruit/vegetables', 'sliced_cheese']",3
2652,"['beef', 'root_vegetables', 'white_bread', 'soda']",4
2654,"['rolls/buns', 'bottled_water', 'dental_care', 'shopping_bags']",4
2655,"['domestic_eggs', 'salty_snack', 'popcorn', 'napkins']",4
2656,"['whole_milk', 'jam', 'canned_fish', 'waffles']",4
2659,"['whole_milk', 'cake_bar']",2
2661,"['hard_cheese', 'rolls/buns', 'sugar', 'candy']",4
2662,"['yogurt', 'margarine', 'fruit/vegetable_juice', 'shopping_bags']",4
2663,"['whole_milk', 'yogurt']",2
2664,"['citrus_fruit', 'newspapers']",2
2666,"['whipped/sour_cream', 'frozen_vegetables', 'hygiene_articles']",3
2667,"['yogurt', 'beverages', 'frozen_meals', 'long_life_bakery_product']",4
2668,"['pastry', 'soda']",2
2669,"['berries', 'pastry', 'seasonal_products', 'shopping_bags']",4
2671,"['domestic_eggs', 'soda', 'cake_bar']",3
2672,"['curd', 'rolls/buns', 'long_life_bakery_product']",3
2674,"['spread_cheese', 'rolls/buns', 'canned_fish']",3
2675,"['coffee', 'soda']",2
2676,"['other_vegetables', 'whole_milk', 'rolls/buns']",3
2678,"['dessert', 'fruit/vegetable_juice', 'long_life_bakery_product', 'waffles']",4
2679,"['whole_milk', 'whipped/sour_cream']",2
2682,"['frankfurter', 'whole_milk', 'mustard', 'chewing_gum']",4
2683,"['berries', 'root_vegetables', 'whole_milk']",3
2684,"['whole_milk', 'margarine']",2
2686,"['frankfurter', 'rolls/buns', 'chocolate']",3
2687,"['beef', 'butter']",2
2689,"['whole_milk', 'soda']",2
2690,"['pip_fruit', 'whole_milk']",2
2692,"['frankfurter', 'rolls/buns', 'soda', 'specialty_bar']",4
2694,"['soda', 'seasonal_products']",2
2696,"['chewing_gum', 'specialty_chocolate']",2
2698,"['flour', 'sugar']",2
2699,"['tropical_fruit', 'pip_fruit', 'whole_milk', 'flower_soil/fertilizer']",4
2700,"['pip_fruit', 'berries', 'yogurt']",3
2701,"['yogurt', 'margarine']",2
2704,"['whole_milk', 'cereals']",2
2706,"['whole_milk', 'margarine']",2
2708,"['pastry', 'soda']",2
2709,"['frozen_meals', 'soda']",2
2710,"['root_vegetables', 'whole_milk', 'curd']",3
2712,"['dessert', 'frozen_meals', 'soda', 'seasonal_products']",4
2713,"['soda', 'fruit/vegetable_juice']",2
2714,"['beef', 'cat_food', 'newspapers']",3
2715,"['citrus_fruit', 'whipped/sour_cream']",2
2716,"['berries', 'whipped/sour_cream', 'domestic_eggs']",3
2717,"['meat', 'chicken', 'other_vegetables', 'whole_milk']",4
2719,"['yogurt', 'domestic_eggs']",2
2722,"['citrus_fruit', 'root_vegetables', 'other_vegetables', 'ice_cream']",4
2725,"['soda', 'nut_snack', 'flower_(seeds)']",3
2726,"['fruit/vegetable_juice', 'hygiene_articles', 'napkins']",3
2728,"['citrus_fruit', 'root_vegetables', 'whole_milk', 'curd']",4
2729,"['whipped/sour_cream', 'frozen_vegetables', 'newspapers']",3
2730,"['yogurt', 'sliced_cheese', 'frozen_meals']",3
2731,"['chicken', 'other_vegetables']",2
2733,"['tropical_fruit', 'mustard', 'sauces']",3
2734,"['butter', 'curd']",2
2738,"['candy', 'photo/film']",2
2741,"['whipped/sour_cream', 'brown_bread']",2
2742,"['tropical_fruit', 'whole_milk', 'candles']",3
2743,"['rolls/buns', 'specialty_chocolate']",2
2744,"['pastry', 'soda']",2
2745,"['citrus_fruit', 'yogurt', 'canned_fruit']",3
2747,"['soda', 'snack_products', 'detergent']",3
2749,"['citrus_fruit', 'rolls/buns', 'specialty_bar']",3
2750,"['soda', 'misc._beverages', 'candy']",3
2751,"['pastry', 'long_life_bakery_product', 'waffles', 'napkins']",4
2753,"['soda', 'fruit/vegetable_juice']",2
2756,"['yogurt', 'specialty_bar']",2
2757,"['frankfurter', 'onions', 'pickled_vegetables']",3
2760,"['frankfurter', 'packaged_fruit/vegetables', 'soft_cheese', 'soda']",4
2761,"['citrus_fruit', 'tropical_fruit', 'prosecco']",3
2762,"['beef', 'whole_milk', 'white_bread']",3
2764,"['tropical_fruit', 'pip_fruit']",2
2766,"['chicken', 'tropical_fruit', 'yogurt']",3
2767,"['root_vegetables', 'herbs']",2
2771,"['meat', 'rolls/buns']",2
2772,"['pastry', 'cake_bar']",2
2773,"['yogurt', 'bottled_water', 'syrup', 'specialty_bar']",4
2774,"['whole_milk', 'brown_bread', 'soda']",3
2775,"['pip_fruit', 'other_vegetables', 'frozen_meals']",3
2781,"['soda', 'specialty_bar']",2
2784,"['yogurt', 'soft_cheese', 'rolls/buns', 'specialty_bar']",4
2785,"['turkey', 'beef', 'root_vegetables', 'whole_milk']",4
2787,"['chicken', 'bottled_water']",2
2788,"['tropical_fruit', 'other_vegetables', 'yogurt']",3
2790,"['uht-milk', 'hygiene_articles', 'napkins', 'cling_film/bags']",4
2792,"['coffee', 'shopping_bags']",2
2793,"['citrus_fruit', 'other_vegetables', 'canned_fish', 'bottled_water']",4
2795,"['whole_milk', 'yogurt', 'coffee']",3
2796,"['whipped/sour_cream', 'rolls/buns']",2
2797,"['butter_milk', 'salt', 'vinegar', 'cat_food']",4
2798,"['frankfurter', 'butter_milk', 'rolls/buns', 'coffee']",4
2801,"['chicken', 'other_vegetables', 'oil']",3
2802,"['whole_milk', 'newspapers']",2
2804,"['bottled_water', 'soda', 'misc._beverages', 'flower_soil/fertilizer']",4
2806,"['beverages', 'rolls/buns']",2
2809,"['other_vegetables', 'curd', 'yogurt', 'shopping_bags']",4
2810,"['packaged_fruit/vegetables', 'frozen_fish', 'napkins']",3
2811,"['soda', 'napkins']",2
2812,"['liver_loaf', 'rolls/buns', 'soda']",3
2814,"['meat', 'butter', 'pastry', 'soda']",4
2815,"['beef', 'other_vegetables', 'whole_milk', 'yogurt']",4
2817,"['chicken', 'whole_milk']",2
2818,"['bottled_water', 'soda']",2
2819,"['ice_cream', 'brown_bread', 'bottled_water', 'soda']",4
2822,"['other_vegetables', 'rolls/buns']",2
2824,"['root_vegetables', 'packaged_fruit/vegetables', 'pastry']",3
2825,"['rolls/buns', 'soda']",2
2826,"['herbs', 'packaged_fruit/vegetables']",2
2830,"['other_vegetables', 'whole_milk']",2
2833,"['ice_cream', 'frozen_dessert']",2
2834,"['pastry', 'soda']",2
2836,"['baking_powder', 'soda', 'shopping_bags']",3
2837,"['berries', 'other_vegetables']",2
2841,"['rolls/buns', 'soda']",2
2842,"['fish', 'coffee']",2
2843,"['tropical_fruit', 'onions']",2
2844,"['other_vegetables', 'butter_milk', 'cream_cheese', 'rolls/buns']",4
2845,"['margarine', 'flower_(seeds)']",2
2846,"['other_vegetables', 'rolls/buns', 'soda']",3
2847,"['soda', 'specialty_bar']",2
2848,"['pip_fruit', 'soft_cheese']",2
2849,"['tropical_fruit', 'margarine']",2
2850,"['other_vegetables', 'butter_milk', 'rolls/buns', 'meat_spreads']",4
2851,"['pastry', 'soda']",2
2852,"['frankfurter', 'rolls/buns', 'soda']",3
2853,"['domestic_eggs', 'rolls/buns']",2
2854,"['rolls/buns', 'canned_fish']",2
2855,"['domestic_eggs', 'soda', 'hygiene_articles']",3
2856,"['citrus_fruit', 'butter']",2
2857,"['ice_cream', 'brown_bread']",2
2858,"['pip_fruit', 'whole_milk', 'newspapers']",3
2859,"['soda', 'soap']",2
2860,"['other_vegetables', 'snack_products']",2
2861,"['beef', 'root_vegetables']",2
2865,"['pastry', 'canned_fish', 'salty_snack', 'waffles']",4
2866,"['whipped/sour_cream', 'curd_cheese', 'specialty_chocolate', 'abrasive_cleaner']",4
2869,"['salty_snack', 'newspapers', 'photo/film']",3
2872,"['frozen_meals', 'soda']",2
2873,"['citrus_fruit', 'dessert', 'seasonal_products']",3
2874,"['domestic_eggs', 'brown_bread', 'fruit/vegetable_juice', 'waffles']",4
2879,"['salty_snack', 'specialty_bar', 'napkins', 'newspapers']",4
2880,"['citrus_fruit', 'specialty_bar']",2
2881,"['ice_cream', 'soda']",2
2882,"['yogurt', 'soda']",2
2883,"['pastry', 'soda', 'specialty_bar']",3
2884,"['whipped/sour_cream', 'frozen_vegetables']",2
2886,"['fish', 'other_vegetables', 'white_bread', 'soda']",4
2888,"['pot_plants', 'shopping_bags']",2
2889,"['berries', 'salty_snack', 'nut_snack']",3
2890,"['white_bread', 'semi-finished_bread', 'soda']",3
2892,"['cream_cheese', 'rolls/buns', 'soda', 'chewing_gum']",4
2893,"['berries', 'soda']",2
2896,"['ice_cream', 'kitchen_towels']",2
2897,"['frankfurter', 'rolls/buns', 'chocolate']",3
2899,"['fruit/vegetable_juice', 'chocolate']",2
2900,"['beverages', 'cream_cheese', 'rolls/buns']",3
2902,"['tropical_fruit', 'soda']",2
2906,"['specialty_chocolate', 'newspapers']",2
2907,"['whole_milk', 'whipped/sour_cream', 'pot_plants']",3
2909,"['grapes', 'berries', 'pet_care', 'pot_plants']",4
2911,"['other_vegetables', 'whole_milk', 'curd']",3
2912,"['root_vegetables', 'other_vegetables']",2
2914,"['rolls/buns', 'misc._beverages']",2
2915,"['citrus_fruit', 'coffee']",2
2916,"['chicken', 'whole_milk']",2
2919,"['soap', 'napkins']",2
2921,"['cereals', 'pet_care', 'salty_snack', 'shopping_bags']",4
2924,"['tropical_fruit', 'yogurt', 'rolls/buns', 'waffles']",4
2925,"['yogurt', 'long_life_bakery_product']",2
2926,"['packaged_fruit/vegetables', 'soda', 'napkins']",3
2927,"['cream_cheese', 'rolls/buns']",2
2928,"['curd', 'rolls/buns']",2
2929,"['whole_milk', 'beverages']",2
2932,"['butter', 'white_bread']",2
2933,"['cooking_chocolate', 'female_sanitary_products']",2
2934,"['zwieback', 'long_life_bakery_product']",2
2935,"['cream_cheese', 'specialty_chocolate']",2
2938,"['whole_milk', 'cake_bar']",2
2941,"['domestic_eggs', 'chocolate_marshmallow', 'newspapers']",3
2942,"['butter_milk', 'coffee']",2
2943,"['whole_milk', 'dessert', 'pastry', 'long_life_bakery_product']",4
2944,"['beef', 'citrus_fruit', 'pip_fruit']",3
2949,"['frozen_fish', 'chocolate_marshmallow', 'candy', 'male_cosmetics']",4
2950,"['whole_milk', 'rolls/buns', 'pastry']",3
2953,"['frankfurter', 'other_vegetables', 'dessert']",3
2954,"['whole_milk', 'newspapers']",2
2955,"['rolls/buns', 'soda']",2
2957,"['whole_milk', 'ice_cream', 'soda']",3
2958,"['yogurt', 'frozen_meals', 'soda']",3
2959,"['tropical_fruit', 'pip_fruit', 'whole_milk']",3
2960,"['whole_milk', 'pastry', 'newspapers']",3
2961,"['pip_fruit', 'frozen_meals', 'soda', 'shopping_bags']",4
2963,"['berries', 'newspapers']",2
2964,"['brown_bread', 'meat_spreads', 'bottled_water', 'fruit/vegetable_juice']",4
2967,"['citrus_fruit', 'hygiene_articles', 'cling_film/bags']",3
2969,"['soda', 'cake_bar', 'candy']",3
2970,"['whole_milk', 'soda', 'seasonal_products']",3
2973,"['whole_milk', 'frozen_vegetables']",2
2975,"['whole_milk', 'spices']",2
2976,"['specialty_cheese', 'soda']",2
2977,"['canned_vegetables', 'bottled_water']",2
2978,"['spread_cheese', 'misc._beverages']",2
2979,"['other_vegetables', 'domestic_eggs', 'napkins', 'dishes']",4
2980,"['misc._beverages', 'specialty_chocolate', 'candy']",3
2981,"['beef', 'root_vegetables', 'hygiene_articles']",3
2982,"['yogurt', 'seasonal_products']",2
2984,"['tropical_fruit', 'seasonal_products']",2
2985,"['other_vegetables', 'sweet_spreads', 'long_life_bakery_product', 'detergent']",4
2986,"['curd', 'salty_snack']",2
2988,"['cat_food', 'female_sanitary_products']",2
2989,"['frankfurter', 'tropical_fruit']",2
2990,"['tropical_fruit', 'long_life_bakery_product']",2
2991,"['bottled_water', 'specialty_chocolate']",2
2993,"['bottled_water', 'male_cosmetics']",2
2995,"['curd', 'specialty_cheese', 'flour', 'long_life_bakery_product']",4
2996,"['whole_milk', 'cream_cheese', 'specialty_chocolate', 'candy']",4
2997,"['pastry', 'ketchup', 'chocolate', 'napkins']",4
2998,"['whipped/sour_cream', 'candy']",2
3002,"['brown_bread', 'pastry', 'bottled_water']",3
3003,"['chocolate', 'pot_plants', 'shopping_bags']",3
3004,"['frankfurter', 'yogurt', 'margarine', 'bottled_water']",4
3005,"['finished_products', 'pet_care', 'soda']",3
3006,"['detergent', 'softener', 'shopping_bags']",3
3007,"['citrus_fruit', 'whole_milk', 'pot_plants']",3
3009,"['frankfurter', 'margarine', 'newspapers', 'shopping_bags']",4
3013,"['curd', 'whipped/sour_cream', 'newspapers']",3
3014,"['other_vegetables', 'whole_milk', 'white_bread']",3
3016,"['frankfurter', 'whole_milk', 'bottled_water']",3
3017,"['bottled_water', 'soda', 'pot_plants']",3
3022,"['frankfurter', 'onions', 'whole_milk']",3
3023,"['condensed_milk', 'rolls/buns', 'sugar', 'cat_food']",4
3024,"['soda', 'long_life_bakery_product', 'shopping_bags']",3
3025,"['beef', 'rolls/buns', 'dog_food', 'soda']",4
3027,"['butter', 'frozen_vegetables', 'margarine', 'cake_bar']",4
3028,"['berries', 'beverages']",2
3030,"['whole_milk', 'bottled_water', 'pot_plants']",3
3031,"['frankfurter', 'root_vegetables', 'whole_milk', 'margarine']",4
3032,"['coffee', 'bottled_water', 'cling_film/bags']",3
3033,"['bottled_water', 'soda']",2
3035,"['whole_milk', 'rolls/buns', 'brown_bread', 'margarine']",4
3036,"['canned_vegetables', 'newspapers']",2
3037,"['other_vegetables', 'frozen_potato_products', 'oil', 'shopping_bags']",4
3038,"['meat', 'whole_milk', 'domestic_eggs', 'bottled_water']",4
3039,"['chicken', 'rolls/buns']",2
3040,"['whole_milk', 'whipped/sour_cream']",2
3041,"['other_vegetables', 'packaged_fruit/vegetables', 'whole_milk', 'white_bread']",4
3042,"['whole_milk', 'pot_plants']",2
3044,"['whole_milk', 'rolls/buns', 'pot_plants', 'shopping_bags']",4
3045,"['whole_milk', 'yogurt', 'coffee']",3
3046,"['whipped/sour_cream', 'specialty_fat', 'waffles', 'specialty_chocolate']",4
3048,"['long_life_bakery_product', 'newspapers']",2
3049,"['root_vegetables', 'margarine', 'bottled_water', 'soda']",4
3051,"['rolls/buns', 'roll_products', 'cat_food', 'shopping_bags']",4
3052,"['root_vegetables', 'other_vegetables', 'butter']",3
3053,"['citrus_fruit', 'onions', 'yogurt', 'rolls/buns']",4
3054,"['chicken', 'whole_milk', 'salty_snack', 'long_life_bakery_product']",4
3056,"['other_vegetables', 'butter_milk', 'frozen_fish', 'oil']",4
3057,"['frankfurter', 'bottled_water', 'soda', 'newspapers']",4
3058,"['butter_milk', 'cream_cheese', 'bottled_water']",3
3059,"['onions', 'pastry', 'pot_plants']",3
3060,"['berries', 'yogurt', 'domestic_eggs', 'newspapers']",4
3061,"['ice_cream', 'cereals', 'chewing_gum']",3
3062,"['whipped/sour_cream', 'ice_cream', 'pot_plants']",3
3064,"['beef', 'soda', 'detergent', 'flower_(seeds)']",4
3070,"['root_vegetables', 'domestic_eggs']",2
3071,"['whole_milk', 'dessert']",2
3072,"['yogurt', 'soft_cheese']",2
3073,"['citrus_fruit', 'pip_fruit', 'other_vegetables']",3
3074,"['frankfurter', 'meat', 'white_bread', 'newspapers']",4
3075,"['bottled_water', 'flower_(seeds)']",2
3076,"['finished_products', 'dessert', 'pastry', 'shopping_bags']",4
3078,"['dessert', 'misc._beverages', 'fruit/vegetable_juice']",3
3079,"['curd', 'whipped/sour_cream', 'bottled_water']",3
3080,"['whipped/sour_cream', 'newspapers']",2
3083,"['specialty_cheese', 'soap']",2
3084,"['misc._beverages', 'chocolate', 'shopping_bags']",3
3086,"['soda', 'chewing_gum']",2
3088,"['citrus_fruit', 'semi-finished_bread', 'newspapers']",3
3089,"['pip_fruit', 'misc._beverages']",2
3091,"['whole_milk', 'processed_cheese', 'pastry', 'soda']",4
3092,"['beef', 'other_vegetables', 'packaged_fruit/vegetables', 'dog_food']",4
3093,"['ice_cream', 'dishes']",2
3094,"['beef', 'ice_cream']",2
3096,"['berries', 'yogurt', 'whipped/sour_cream']",3
3097,"['bottled_water', 'soda']",2
3101,"['dessert', 'rolls/buns', 'waffles']",3
3102,"['white_bread', 'soda', 'shopping_bags']",3
3105,"['citrus_fruit', 'pip_fruit', 'other_vegetables', 'rolls/buns']",4
3106,"['citrus_fruit', 'butter', 'frozen_vegetables', 'baking_powder']",4
3107,"['frozen_potato_products', 'seasonal_products']",2
3108,"['curd', 'beverages', 'pastry', 'pot_plants']",4
3109,"['whipped/sour_cream', 'uht-milk', 'domestic_eggs']",3
3110,"['whole_milk', 'soda', 'specialty_bar', 'newspapers']",4
3111,"['oil', 'candy']",2
3115,"['beef', 'whipped/sour_cream', 'roll_products']",3
3116,"['canned_vegetables', 'female_sanitary_products', 'shopping_bags']",3
3119,"['dessert', 'bottled_water', 'fruit/vegetable_juice']",3
3120,"['chewing_gum', 'specialty_bar']",2
3121,"['onions', 'whole_milk', 'curd', 'soda']",4
3124,"['soda', 'misc._beverages', 'specialty_bar']",3
3125,"['citrus_fruit', 'tropical_fruit', 'pip_fruit', 'shopping_bags']",4
3126,"['coffee', 'seasonal_products', 'shopping_bags']",3
3129,"['chicken', 'curd']",2
3130,"['dessert', 'flower_soil/fertilizer', 'flower_(seeds)']",3
3131,"['condensed_milk', 'pastry', 'chocolate']",3
3132,"['brown_bread', 'soda']",2
3135,"['whole_milk', 'frozen_vegetables', 'bottled_water']",3
3137,"['whole_milk', 'yogurt', 'frozen_vegetables']",3
3138,"['pastry', 'chocolate', 'specialty_bar']",3
3140,"['whole_milk', 'dessert', 'yogurt', 'white_bread']",4
3141,"['frankfurter', 'grapes']",2
3142,"['citrus_fruit', 'oil', 'misc._beverages']",3
3143,"['yogurt', 'bottled_water', 'soda', 'newspapers']",4
3144,"['yogurt', 'waffles', 'hygiene_articles']",3
3145,"['butter_milk', 'white_bread', 'pet_care', 'newspapers']",4
3146,"['frozen_dessert', 'softener']",2
3147,"['hard_cheese', 'pastry', 'popcorn', 'pot_plants']",4
3149,"['onions', 'white_bread', 'hygiene_articles']",3
3153,"['yogurt', 'frozen_meals', 'soda']",3
3154,"['bottled_water', 'soda', 'chocolate', 'shopping_bags']",4
3158,"['yogurt', 'margarine', 'bottled_water', 'chewing_gum']",4
3159,"['sweet_spreads', 'waffles']",2
3160,"['tropical_fruit', 'yogurt', 'spread_cheese', 'brown_bread']",4
3161,"['whole_milk', 'brown_bread', 'newspapers']",3
3162,"['citrus_fruit', 'soda']",2
3163,"['yogurt', 'soda', 'fruit/vegetable_juice']",3
3165,"['whipped/sour_cream', 'napkins']",2
3166,"['other_vegetables', 'brown_bread']",2
3168,"['packaged_fruit/vegetables', 'whole_milk', 'soda']",3
3169,"['tropical_fruit', 'butter', 'whipped/sour_cream', 'rolls/buns']",4
3170,"['whole_milk', 'ice_cream']",2
3171,"['chewing_gum', 'hygiene_articles']",2
3172,"['tropical_fruit', 'whole_milk', 'long_life_bakery_product', 'chocolate']",4
3173,"['whole_milk', 'coffee']",2
3174,"['sweet_spreads', 'hygiene_articles', 'house_keeping_products']",3
3175,"['packaged_fruit/vegetables', 'fruit/vegetable_juice', 'salty_snack']",3
3176,"['other_vegetables', 'whole_milk']",2
3177,"['citrus_fruit', 'condensed_milk', 'flour']",3
3179,"['bottled_water', 'soda']",2
3180,"['white_bread', 'flour', 'fruit/vegetable_juice', 'hygiene_articles']",4
3183,"['uht-milk', 'bottled_water']",2
3184,"['nuts/prunes', 'canned_fish', 'soda', 'shopping_bags']",4
3185,"['oil', 'pickled_vegetables', 'hygiene_articles']",3
3187,"['berries', 'yogurt']",2
